GeneName	pValue	rank	DataSet
CALCOCO2	1.17308802293287e-06	-4.14067912303808	Proteomics
IL13RA1	1.18481135057647e-06	-4.14005666321887	Proteomics
MARCH3	1.20113635466227e-06	-4.13785010128763	Proteomics
PEPD	1.21103029286946e-06	-4.13785010128763	Proteomics
TOR1AIP2	1.26421439532915e-06	4.12573659466852	Proteomics
ATP6V1B2	1.27585803853344e-06	-4.12573659466852	Proteomics
PLAT	1.27831673051147e-06	4.12573659466852	Proteomics
CNDP2	1.2960022070976e-06	-4.12573659466852	Proteomics
ATP6V1A	1.30542335414888e-06	-4.12573659466852	Proteomics
RBM8A	1.30754851698411e-06	4.12573659466852	Proteomics
WHSC1	1.3464159358691e-06	4.12359471855416	Proteomics
TSTA3	1.3537124315104e-06	-4.12359471855416	Proteomics
NT5DC2	1.35855797196403e-06	4.12359471855416	Proteomics
ZNF326	1.36521822738829e-06	4.12359471855416	Proteomics
BAZ2A	1.36615645702344e-06	4.12359471855416	Proteomics
ETV6	1.38401869933838e-06	4.12125583535377	Proteomics
CORO1B	1.40656080411687e-06	-4.11751699199248	Proteomics
CAPN5	1.43876690991935e-06	4.11093821942385	Proteomics
COPRS	1.46554957716781e-06	-4.11086890147366	Proteomics
F3	1.46879624699639e-06	-4.11086890147366	Proteomics
MTHFD1	1.4712129116534e-06	-4.11086890147366	Proteomics
TBC1D10A	1.55047703122938e-06	4.09123761143743	Proteomics
RPS6KA3	1.56781487337284e-06	-4.08954388212435	Proteomics
AMIGO2	1.58031984720391e-06	-4.08920690326191	Proteomics
HSPB1	1.60090458847039e-06	-4.08667752528689	Proteomics
RBM6	1.6277916482545e-06	4.08251339049376	Proteomics
IDH1	1.68869254279041e-06	-4.06991637041194	Proteomics
SETD2	1.71091948959725e-06	4.06991637041194	Proteomics
ASNS	1.71110040402945e-06	-4.06991637041194	Proteomics
EXT1	1.72450849316701e-06	-4.06951138020249	Proteomics
SPAST	1.81409243948948e-06	4.05048178342581	Proteomics
NARS	1.85877793553399e-06	-4.04285806883104	Proteomics
PRKAR1A	1.87531428306577e-06	-4.04193606905242	Proteomics
RCN3	1.91604300757558e-06	4.0359301578462	Proteomics
CTDSPL2	1.93098417053888e-06	4.0359301578462	Proteomics
RASAL2	1.93971217666632e-06	-4.0359301578462	Proteomics
PTPRS	2.07869137344553e-06	-4.01025393932722	Proteomics
ATP6V1C1	2.08745421673779e-06	-4.01025393932722	Proteomics
PLOD2	2.09846447230339e-06	4.01025393932722	Proteomics
NDFIP1	2.12816069543375e-06	-4.00906244986235	Proteomics
ABHD5	2.13703832355334e-06	-4.00906244986235	Proteomics
TSG101	2.14495654963096e-06	-4.00906244986235	Proteomics
GLE1	2.2887386515743e-06	-3.98362478241814	Proteomics
ZMYM3	2.36765377309842e-06	3.97261418479827	Proteomics
PAICS	2.38139021212344e-06	-3.97261418479827	Proteomics
SUN2	2.39179906491979e-06	3.97261418479827	Proteomics
CHST14	2.44669147042055e-06	3.96962231171109	Proteomics
HERC5	2.44763880914209e-06	3.96962231171109	Proteomics
MROH2B	2.45356624726154e-06	-3.96962231171109	Proteomics
FAM129A	2.46779817287242e-06	-3.96962231171109	Proteomics
TMPO	2.4835199628571e-06	3.96947267790433	Proteomics
CD14	2.50708812265896e-06	3.96796354432383	Proteomics
PGD	2.56886063148733e-06	-3.95997002352413	Proteomics
OPTN	2.61686776131633e-06	-3.95554517467435	Proteomics
IL12RB1	2.62599684548509e-06	-3.95554517467435	Proteomics
WHSC1L1	2.64123555107196e-06	3.95554517467435	Proteomics
PFKM	2.6674425999844e-06	-3.95377488242136	Proteomics
PGK1	2.71894423710743e-06	-3.94797280957737	Proteomics
UPP1	2.73581116646726e-06	-3.94777579287205	Proteomics
SMARCA5	2.79504443149223e-06	3.94146988819792	Proteomics
UBE2K	2.80754832421406e-06	-3.94146988819792	Proteomics
TPI1	2.97208164351499e-06	-3.91918312894157	Proteomics
C11orf54	3.03700514585272e-06	-3.91360964462882	Proteomics
HNRNPUL2	3.04429491661441e-06	3.91360964462882	Proteomics
H2AFX	3.07996511375894e-06	3.91095663953828	Proteomics
PDIA6	3.15687331431282e-06	-3.90684605394142	Proteomics
CYP1B1	3.16062722029613e-06	3.90684605394142	Proteomics
GSS	3.16078991569424e-06	-3.90684605394142	Proteomics
INCENP	3.19108011047523e-06	3.90505788334386	Proteomics
C19orf68	3.25796227920641e-06	3.89839075450966	Proteomics
ATOX1	3.287549569064e-06	-3.89755780049631	Proteomics
PBRM1	3.29931598206514e-06	3.89755780049631	Proteomics
ICAM1	3.35195055451016e-06	3.89298806257567	Proteomics
TXNRD1	3.37753560001489e-06	-3.89282335333261	Proteomics
TBCE	3.38870587765724e-06	-3.89282335333261	Proteomics
UBE2V1	3.41992351906339e-06	-3.8911086968347	Proteomics
MSTO1	3.4712078635645e-06	-3.8878373097598	Proteomics
HS1BP3	3.48167542580147e-06	-3.8878373097598	Proteomics
TUBB3	3.56177585875961e-06	-3.88101281916659	Proteomics
APOBEC3B	3.57328053995654e-06	3.88101281916659	Proteomics
SWAP70	3.72386813137129e-06	-3.86529579471844	Proteomics
NDUFA4	3.80074433903137e-06	-3.85862039495763	Proteomics
PRKAR1B	3.91143868985115e-06	-3.85016845442417	Proteomics
RAB13	3.91458207622099e-06	3.85016845442417	Proteomics
TMEM192	3.97007325019551e-06	-3.84677968793421	Proteomics
GDI1	3.9846992083706e-06	-3.84677968793421	Proteomics
CA9	4.00742938910019e-06	3.84645402110539	Proteomics
PCYT2	4.12573634900776e-06	-3.83595255806759	Proteomics
APLP2	4.20359556270973e-06	-3.83218400568188	Proteomics
SEMA4B	4.20580708843548e-06	3.83218400568188	Proteomics
EIF2A	4.22787548756451e-06	-3.83218400568188	Proteomics
GNB4	4.24329466489378e-06	3.83218400568188	Proteomics
IMPDH2	4.26978106536363e-06	-3.83156454114634	Proteomics
ZC3H13	4.36313254238144e-06	3.82424475065209	Proteomics
PPP1R7	4.42695695163011e-06	-3.82000101845834	Proteomics
MIEN1	4.65402595626849e-06	-3.80033092185716	Proteomics
ATP6V1E1	4.68995550758661e-06	-3.7990347427629	Proteomics
TUBB4B	4.79722248682001e-06	-3.79124777461253	Proteomics
PSMD9	4.84389518020482e-06	-3.79057563458713	Proteomics
SMS	4.84955599879332e-06	-3.79057563458713	Proteomics
KMT2A	4.92757812692357e-06	3.78565007710591	Proteomics
HSD17B2	4.95084748323248e-06	-3.78560080804472	Proteomics
SMARCA1	5.01970377867208e-06	3.78344460708241	Proteomics
IPO4	5.02113543508673e-06	-3.78344460708241	Proteomics
SEMA4C	5.08426019560787e-06	3.77998836749799	Proteomics
RNH1	5.41530248732219e-06	-3.7545541160599	Proteomics
UHRF1	5.57473106762009e-06	3.74390480377894	Proteomics
RALY	5.62309953889183e-06	3.74376735253242	Proteomics
PGLS	5.63187277890993e-06	-3.74376735253242	Proteomics
GAPDH	5.65151583295654e-06	-3.74376735253242	Proteomics
PRDX1	5.68264529347128e-06	-3.74329917066134	Proteomics
YLPM1	5.80193632988675e-06	3.73618575044781	Proteomics
MFAP3	5.84172989861873e-06	-3.73511787153022	Proteomics
MAGED1	5.97481627585654e-06	3.72722714265917	Proteomics
CASP4	6.01282224966272e-06	-3.72635747643644	Proteomics
USP14	6.04836028319792e-06	-3.72567419398808	Proteomics
CHUK	6.16153767177062e-06	-3.71949067493286	Proteomics
SUZ12	6.23058967017134e-06	3.71651056869434	Proteomics
SERPINB6	6.32584898274587e-06	-3.71177290451604	Proteomics
GSTM3	6.39072776039316e-06	-3.7100994642717	Proteomics
ARMC9	6.42414330296128e-06	-3.7100994642717	Proteomics
PFDN2	6.43133829919152e-06	-3.7100994642717	Proteomics
KLC1	6.52657194602893e-06	-3.70717818500618	Proteomics
CTSL	6.52915409777705e-06	-3.70717818500618	Proteomics
IKBKB	6.83664796859873e-06	-3.69219530245955	Proteomics
RABGAP1L	6.89314028561733e-06	3.69219530245955	Proteomics
SLC25A44	6.89699402974209e-06	3.69219530245955	Proteomics
BRD3	6.90241423289631e-06	3.69219530245955	Proteomics
CRELD1	6.94557635014443e-06	-3.69219530245955	Proteomics
NAMPT	6.97390791913246e-06	-3.69219530245955	Proteomics
ATP6AP2	6.97687870135335e-06	3.69219530245955	Proteomics
PFKL	6.98361421632842e-06	-3.69219530245955	Proteomics
SNRNP70	7.06192686622204e-06	3.68909999344517	Proteomics
RBMX	7.12325012445312e-06	3.68741313300311	Proteomics
SAFB2	7.17613591354953e-06	3.68741313300311	Proteomics
WDR77	7.20211852610906e-06	-3.68741313300311	Proteomics
ANTXR1	7.26690525758658e-06	-3.68741313300311	Proteomics
ALKBH5	7.2697756559452e-06	3.68741313300311	Proteomics
GLOD4	7.2828557399556e-06	-3.68741313300311	Proteomics
SMC5	7.29751093933586e-06	3.68741313300311	Proteomics
FAH	7.31718191554479e-06	-3.68741313300311	Proteomics
SNRPF	7.51940652617369e-06	3.67726000299814	Proteomics
MPRIP	7.70715508720556e-06	3.66862410080769	Proteomics
CCPG1	7.76613264747795e-06	-3.66862410080769	Proteomics
NUBP2	7.80049026986936e-06	-3.66862410080769	Proteomics
TMEM50B	7.82280087568404e-06	-3.66862410080769	Proteomics
PRDX6	7.84502694485722e-06	-3.66862410080769	Proteomics
IFRD2	7.85804405569062e-06	-3.66862410080769	Proteomics
LRWD1	7.87853801975185e-06	3.66862410080769	Proteomics
FKBP1A	7.95864494678189e-06	-3.6658663683773	Proteomics
DFNA5	8.06159875033648e-06	-3.66249118748205	Proteomics
VPS4B	8.08104394655404e-06	-3.66249118748205	Proteomics
ISCA2	8.1663665227987e-06	3.6595472739941	Proteomics
SMARCA4	8.31031711120619e-06	3.65357002994736	Proteomics
SNRPD3	8.47933195848831e-06	3.64744323799514	Proteomics
TMEM194A	8.49081792459942e-06	3.64744323799514	Proteomics
LARS	8.67993087719578e-06	-3.639470242381	Proteomics
GOLM1	8.819617275603e-06	-3.63556870327624	Proteomics
NUDT5	8.8224225112687e-06	-3.63556870327624	Proteomics
ZC3H14	8.92211407089463e-06	3.63344061273863	Proteomics
PREP	8.94234957719328e-06	-3.63344061273863	Proteomics
PROCR	8.96247681488995e-06	3.63344061273863	Proteomics
ADAMTS15	9.04892975854082e-06	-3.63083084823473	Proteomics
NUDT14	9.14210140329178e-06	-3.62844580469542	Proteomics
SLC2A1	9.1639851599663e-06	-3.62844580469542	Proteomics
HUWE1	9.23602775411595e-06	-3.62747685670101	Proteomics
CRKL	9.24982339327713e-06	-3.62747685670101	Proteomics
ACLY	9.28699172876372e-06	-3.62726714331044	Proteomics
MET	9.32089840106316e-06	-3.6272109478889	Proteomics
ZMYM4	9.42041505657574e-06	3.62411985723604	Proteomics
PDXK	9.55233175708032e-06	-3.62153209982356	Proteomics
BRD7	9.6042409575085e-06	3.62153209982356	Proteomics
NEDD4L	9.60787141718859e-06	-3.62153209982356	Proteomics
ARHGEF2	9.6336955409156e-06	-3.62153209982356	Proteomics
PLBD2	9.64239128835706e-06	3.62153209982356	Proteomics
OXSR1	9.74604628921529e-06	-3.61837824371784	Proteomics
IRGQ	1.01970727540318e-05	-3.60021596445555	Proteomics
TGM2	1.02956781021862e-05	-3.59751623668322	Proteomics
MDH1	1.03833104366422e-05	-3.59648954475601	Proteomics
SKIV2L2	1.03973618170923e-05	3.59648954475601	Proteomics
MOXD1	1.04253529417899e-05	3.59648954475601	Proteomics
SLC37A2	1.0718162983618e-05	-3.58591976932327	Proteomics
CCBL2	1.08021074376402e-05	-3.58398655788735	Proteomics
GART	1.09310433843585e-05	-3.58028349875446	Proteomics
C2CD2	1.1003506831375e-05	3.57885924019884	Proteomics
CTNNA1	1.13053907076312e-05	3.56922533386099	Proteomics
NAP1L1	1.13250768217678e-05	-3.56922533386099	Proteomics
ATRX	1.14320473034353e-05	3.56657343281949	Proteomics
TMEM200B	1.16392129710786e-05	-3.56020008650362	Proteomics
ACSS2	1.17295437461682e-05	-3.55929452395194	Proteomics
BLMH	1.1770489777583e-05	-3.55929452395194	Proteomics
G6PD	1.17782306452366e-05	-3.55929452395194	Proteomics
PDXDC1	1.18701975206079e-05	-3.55732439574852	Proteomics
EED	1.19992299006495e-05	3.55518289709263	Proteomics
COTL1	1.2029372638057e-05	-3.55518289709263	Proteomics
LDHB	1.20446881171985e-05	-3.55518289709263	Proteomics
PBDC1	1.22070106960395e-05	-3.55216069664008	Proteomics
FABP3	1.22741096211288e-05	-3.55216069664008	Proteomics
AMDHD2	1.22826052874902e-05	-3.55216069664008	Proteomics
ABHD16A	1.22842953048453e-05	3.55216069664008	Proteomics
UACA	1.26891413226409e-05	3.5414682359858	Proteomics
SERINC5	1.2689799032657e-05	-3.5414682359858	Proteomics
BCAT1	1.27100221991967e-05	-3.5414682359858	Proteomics
SEC31A	1.28461574662356e-05	-3.53820059911144	Proteomics
SRSF9	1.29353883051388e-05	3.53747576590474	Proteomics
HIP1	1.2948038074702e-05	3.53747576590474	Proteomics
TBRG4	1.3046327761791e-05	3.53553809928163	Proteomics
UGCG	1.31033925662331e-05	-3.53498511992389	Proteomics
HGH1	1.32997498050743e-05	-3.52986375190145	Proteomics
RABEP1	1.3446218540953e-05	-3.52644129653543	Proteomics
IDUA	1.34913451332414e-05	-3.52631636220243	Proteomics
WTAP	1.35448828880196e-05	3.52592245134772	Proteomics
MTMR14	1.37152498217981e-05	-3.52181603732783	Proteomics
RNF26	1.37856109361528e-05	3.52092484722381	Proteomics
ATN1	1.38438588437804e-05	-3.52092484722381	Proteomics
PPP1R13L	1.3909148667466e-05	-3.52092484722381	Proteomics
NUDT21	1.39105162622044e-05	3.52092484722381	Proteomics
CTNNB1	1.39807012223028e-05	3.52062625879276	Proteomics
IPO9	1.40036874864958e-05	-3.52062625879276	Proteomics
APRT	1.42026253347796e-05	-3.51633089056044	Proteomics
ITPK1	1.42273125499254e-05	-3.51633089056044	Proteomics
GSTO1	1.4490548963369e-05	-3.50989549356129	Proteomics
AHSA1	1.45253988576485e-05	-3.50989549356129	Proteomics
ERO1LB	1.46065570447089e-05	-3.50875491991522	Proteomics
ASAP1	1.48166122924967e-05	-3.50456648634928	Proteomics
RAP1GDS1	1.48789852300995e-05	-3.50456648634928	Proteomics
SH3BGRL	1.48854088373487e-05	-3.50456648634928	Proteomics
TRADD	1.49216145839008e-05	-3.50456648634928	Proteomics
GDF15	1.49804066564747e-05	-3.50411935425713	Proteomics
SPATS2	1.50750576982002e-05	-3.50264097777854	Proteomics
MOV10	1.51531872701742e-05	3.50164934632906	Proteomics
TMEM173	1.56087166410093e-05	3.49003590941306	Proteomics
CCS	1.58901991872753e-05	-3.48351994775483	Proteomics
C9orf142	1.59730654191689e-05	-3.48250363601053	Proteomics
MRC2	1.60776011633686e-05	3.4809097275554	Proteomics
DHX30	1.64587936706967e-05	3.47327813283453	Proteomics
FIGNL1	1.64768749629385e-05	3.47327813283453	Proteomics
GGT1	1.65370933435174e-05	3.47327813283453	Proteomics
AKR1A1	1.65910851795286e-05	-3.47327813283453	Proteomics
KIF20A	1.65957057952787e-05	3.47327813283453	Proteomics
PRPF4B	1.69757648280488e-05	3.46466272798329	Proteomics
PEG10	1.70844946787254e-05	-3.46325319252701	Proteomics
IMPA1	1.71263619448516e-05	-3.46325319252701	Proteomics
CLSTN1	1.71848913908633e-05	3.4629795710599	Proteomics
LAMC2	1.73924918996746e-05	-3.45958310614712	Proteomics
GMPPB	1.74268351513357e-05	-3.45958310614712	Proteomics
CCDC71L	1.75086435841133e-05	3.45958310614712	Proteomics
PGM3	1.75122577037348e-05	-3.45958310614712	Proteomics
DNPH1	1.75910478755836e-05	-3.45882501589507	Proteomics
RBMX2	1.76804819338865e-05	3.45820056228676	Proteomics
MED14	1.77128874870231e-05	3.45820056228676	Proteomics
PRNP	1.77813915552755e-05	3.45770593524207	Proteomics
TOP2A	1.82099699278588e-05	3.4496702191675	Proteomics
OLFML2A	1.82795563442896e-05	-3.4496702191675	Proteomics
GSKIP	1.83103283566181e-05	-3.4496702191675	Proteomics
PLIN3	1.83103473382621e-05	-3.4496702191675	Proteomics
CDK6	1.85435499748042e-05	-3.44610413558275	Proteomics
RAB3GAP1	1.85605708226783e-05	-3.44610413558275	Proteomics
HEATR6	1.87578751332366e-05	-3.44312622616039	Proteomics
GRIK1	1.88340931268579e-05	-3.44312622616039	Proteomics
RPS18	1.89041744893849e-05	3.44312622616039	Proteomics
U2SURP	1.89167398408252e-05	3.44312622616039	Proteomics
PFKP	1.89707745633467e-05	-3.44312622616039	Proteomics
DIAPH2	1.89880878553703e-05	-3.44312622616039	Proteomics
VPS28	1.91277335870485e-05	-3.44195020479606	Proteomics
HSPA6	1.91872621008008e-05	-3.44195020479606	Proteomics
ULBP2	1.9213183044492e-05	3.44195020479606	Proteomics
GLA	1.92399917548873e-05	3.44195020479606	Proteomics
TMEM248	1.93464816896363e-05	-3.44068259486921	Proteomics
ENPP4	1.96377239295668e-05	3.43532001633988	Proteomics
SKI	1.97097375925464e-05	3.43485398473925	Proteomics
CDKAL1	1.97763982908299e-05	3.43450838755226	Proteomics
MED12	1.98974984098067e-05	3.43297498467783	Proteomics
RARRES3	2.02991739245454e-05	3.42541010439751	Proteomics
ADSS	2.03707848961795e-05	-3.42513331779858	Proteomics
ABLIM1	2.04405605448534e-05	3.42513331779858	Proteomics
KIF4A	2.04683622529713e-05	3.42513331779858	Proteomics
UBE2Q1	2.05976808239367e-05	-3.42350175969094	Proteomics
STBD1	2.07729619525605e-05	3.42092253198339	Proteomics
CTSA	2.10096159668663e-05	3.41710093389967	Proteomics
PGM1	2.11303832313395e-05	-3.41671889563509	Proteomics
AHCTF1	2.1134308299249e-05	3.41671889563509	Proteomics
GMFB	2.15519982298313e-05	-3.40930921499618	Proteomics
SORD	2.16104647741599e-05	-3.40921974603284	Proteomics
CASK	2.17020778375833e-05	3.40846691783096	Proteomics
THRAP3	2.22098549498683e-05	3.39958299767613	Proteomics
DDX5	2.22834204124402e-05	3.39958299767613	Proteomics
TFPT	2.23363654069299e-05	3.39958299767613	Proteomics
RILP	2.23715403452008e-05	-3.39958299767613	Proteomics
SLC39A14	2.27457744600221e-05	-3.39545490954095	Proteomics
B4GALT1	2.2767095226187e-05	3.39545490954095	Proteomics
RNF19B	2.28038478367667e-05	-3.39545490954095	Proteomics
N6AMT1	2.28082655389141e-05	-3.39545490954095	Proteomics
DUSP10	2.28918937977918e-05	-3.39492599631582	Proteomics
APOC3	2.29930101954991e-05	-3.39406985200175	Proteomics
BAG3	2.3154578464989e-05	-3.3920841990908	Proteomics
FAS	2.32931665204116e-05	3.39054538225129	Proteomics
SMARCE1	2.3370782924286e-05	3.39050535419304	Proteomics
SMARCC2	2.3408123739049e-05	3.39050535419304	Proteomics
NAE1	2.35097869209823e-05	-3.39005507946396	Proteomics
SFPQ	2.3545333027582e-05	3.39005507946396	Proteomics
LINC00271	2.36369128847537e-05	3.38996835303248	Proteomics
WBP2	2.36629851920741e-05	-3.38996835303248	Proteomics
UGP2	2.37370534475272e-05	-3.38964634474311	Proteomics
GSTM1	2.39634069305553e-05	-3.38693045151197	Proteomics
NCOA5	2.3999702678557e-05	3.38693045151197	Proteomics
NFKBIE	2.42218762511879e-05	-3.38395644839007	Proteomics
TAX1BP1	2.44815436379285e-05	-3.38035092064754	Proteomics
P4HA2	2.46102550084727e-05	3.37909667823519	Proteomics
SLC25A29	2.46911230109525e-05	3.3786926179941	Proteomics
EPB41L2	2.48842102320871e-05	3.37632787525737	Proteomics
PEBP1	2.53125230549533e-05	-3.36993219491122	Proteomics
SNRPG	2.54729683476743e-05	3.36909228864059	Proteomics
RAPGEF1	2.54842628045415e-05	-3.36909228864059	Proteomics
ADSL	2.5539291409046e-05	-3.36909228864059	Proteomics
SIN3A	2.57855172409852e-05	3.36709978616372	Proteomics
CIAPIN1	2.58475856462606e-05	-3.36709978616372	Proteomics
HARS	2.58757674600888e-05	-3.36709978616372	Proteomics
NUP155	2.5894846015053e-05	3.36709978616372	Proteomics
SHMT1	2.61123007867661e-05	-3.36629267763484	Proteomics
SAP130	2.61188512915155e-05	3.36629267763484	Proteomics
CELF1	2.61219320187564e-05	3.36629267763484	Proteomics
PRPS2	2.62305840039473e-05	-3.36613522918873	Proteomics
IARS	2.62542506774915e-05	-3.36613522918873	Proteomics
SUV39H1	2.63103861590022e-05	3.36613522918873	Proteomics
CHD4	2.64837394117355e-05	3.36426682540177	Proteomics
KDM5A	2.65707045352658e-05	3.36382451814653	Proteomics
